0,por mim a gente fazia um suicídio coletivo e deixava a terra só para os animais
1,"""Eu já pensei no suicídio, mas só me resta mais um tiro A última bala vou guarda-la para o dia em que perder a fala e o sexto sentido"""
2,"Proposta de Flávio Bolsonaro no Congresso: transgressor da lei que morrer nas mãos de um policial, que assim agir em legí…"
3,Quando soube dessa proposta do Flavinho Desmaio eu lembrei dessa notícia que considero uma das…
4,Vou fazer um thread das merdas que aconteceram ontem no  Primeiramente foi uma tentativa de suicidio e em…
5,"vcs chegando daqui a duas semanas com textos prontos fingindo que se importam com quem tem depressão, ansiedade e tendênc…"
6,o jeito que esse filme aborda depressão bullying suicídio me toca tanto que por mais clichê que seja eu sinto que to na h…
7,Suicidio por terceiros? Uma nova língua portuguesa.
8,Oi q eu fiquei com uma dúvida Zeh. O analfabetismo funcional é doença ou a gente pode rir do bolsofilho? Te cuida Queiroz q teu suicídio tá sendo agendado ....
9,a vida ta me testando pra ver se eu cometo suicídio ou homicídio primeiro
10,"amo como as aulas de hoje combinam demais com o clima de ""segunda com s de suicídio"""
11,Segunda com S de suicidio
12,Começando a semana com essa nova interpretação para o suicídio - ou para a ideologia higienista.  Não esperava nada diferente da prole do bozo.
13,"PARECE PIADA: ""transgressor da lei que morrer nas mãos de um policial, que assim agir em legítima defesa de si ou de terceiros…"
14,"Tomara que seja o Varti ainda em Brasil V pra vcs, a forma que ele pegou pra trabalhar esse período foi mt bacana. Foda é tirar da educação básica a figura mítica-positiva e negativa dele. Principalmente com o ''suicídio''"
15,"koe no katachi é uma obra incrível né bicho aborda assuntos delicados como bullying/suicídio/depressão, fala da importânc…"
16,"Com 11 milhões de brasileiros com depressão, suicídio já é considerado uma epidemia - Portal Raízes"
17,"Ta chegando Setembro e eu nem quero ve as asneira q o povo vai fala, pensam q so existe suicidio em setembro, no resto do ano nem liga pro amigo q ta precisando de uma mao"
18,"minha prima ta com depressão, ontem tentou suicídio e meu tio falando que é frescura dela gente...... n tenho paciência vsf"
19,meu corpo pede suicídio
20,Esse ano tá me testando pra ver se eu cometo um suicídio ou homicídio primeiro
21,li agr uma forma de suicídio rápido e indolor hmkk
22,seria tão bom se eu morresse por qualquer motivo tipo fosse atropelada seila eu não ia ter que cometer suicídio e ninguém…
23,"Vejo tanta gente militando na internet dizendo que suicídio por depressão é real e que se a pessoa quiser conversar está “sempre disponível” MENTIRA quando a gente chama pra conversar além de demorar pra responder, nem conversar sabe. Tudo isso é pra se passar por uma pessoa boa."
24,"em menos de 2 meses, 4 amigos meus tentaram acabar com a própria vida. por favor, não esqueçam que a prevenção do suicídi…"
25,Suicídio é a solução
26,Um covarde!!! Deve ainda arder em algum lugar pelo suicídio
27,Diga Não Ao Suicídio ...
28,"Atacando Moro, Bolsonaro comete suicídio político."
29,"Com 11 milhões de brasileiros com depressão, suicídio já é considerado uma epidemia  vía  Raízes"
30,SUICIDIO POR POLICIAL KKKLKKKKKKKKK AI MEU RIM
31,Hospitais e escolas terão de notificar casos de automutilação e tentativa de suicídio
32,Mortes por armas nos EUA. Suicídio cresce 41% em três anos
33,"Só queria avisar aqui que compartilhar esse vídeo é crime  Art. 122 do Código Penal, induzimento ao suicídio."
34,Pastores alerta pais sobre música viral que incita crianças à depressão e suicídio - O buxixo Gospel
35,"""Suicídio por policial"" vai disparar nas estatísticas. A letalidade policial continuará em evidên…"
36,"E em muitos casos o tratamento usado leva o paciente ao suicídio. É muito grave, precisamos falar de saúde mental e dar a devida importância, enquanto a pessoa está VIVA, depois que morre não dá pra fazer nada mais"
37,Mil e um motivos pra comer suicídio
38,Oi? Tipo os brasileiros que elegeram o Bolsonaro cometeram suicídio por burrice? Fiquei confuso.
39,"Faz sentido no caso, tipo... foi concluído que foi suicidio depois que o xerife chegou, tipo... ele chegou, disse q era suicidio e disse pra todo mundo reportar isso na hora. Mais um monte de treta.  Eu fico pensando... imagina se fosse no Brasil?"
40,"Deu até vontade de rever a primeira temporada, que é realmente boa e cumpriu o seu papel. Uma pena que tiraram a cena do s…"
41,"Hoje tenho 26 anos e há 10 anos atrás eu tinha medo de perder meus amigos pra depressão, suicídio, preconceito porque há 10 a…"
