0,"vcs chegando daqui a duas semanas com textos prontos fingindo que se importam com quem tem depressão, ansiedade e tendênc…"
1,Suicidio por terceiros? Uma nova língua portuguesa.
2,ae se nada melhorar si pá meu suicídio é esse ano mesmo
3,"koe no katachi é uma obra incrível né bicho aborda assuntos delicados como bullying/suicídio/depressão, fala da importânc…"
4,"""Suicídio por policial"" é tão ilógico quanto ""homicídio de si mesmo"".  O dia promete!"
5,feio — num é tu que quando chega o setembro amarelo posta coisas falando sobre o suicídio e a depressão …
6,por mim a gente fazia um suicídio coletivo e deixava a terra só para os animais
7,"vamos, suicídio coletivo"
8,Vou fazer um thread das merdas que aconteceram ontem no  Primeiramente foi uma tentativa de suicidio e em…
9,E eu lá estava
10,"Proposta de Flávio Bolsonaro no Congresso: transgressor da lei que morrer nas mãos de um policial, que assim agir em legí…"
11,Bom dia amigos estamos fazendo o possível para não cometer suicídio!!!
12,"esse idiota precisa aprender a língua pátria.SUICIDIO ???MAS O QUE É ISSO ????VAI MAL , MUITO MAL .PARECE QUE A IGNORANCIA PASSOU DO PAI PARA OS FILHOS..."
13,A vida tá testando a minha vontade de cometer suicídio
14,"Olavo: ""Bolsonaro não me ouviu e agora comete suicídio"". Veja"
15,nao consigo ficar 5 minutos sem pensar em suicídio mano eu posso ta fazendo um coisa simples tipo lavando louça que ja vou…
16,só um suicídio nesse caralho mesmo
17,meu corpo pede suicídio
18,eu odeio a forma que a depressao me convence cada vez mais a cometer suicidio e odeio ainda mais querer morrer
19,"Suicídio, sério? suícidio por policial?!  . . . suicídio do meu cérebro."
20,e eu só sou uma pessoa vazia q só pensa em suicídio
21,O pior é que é
22,Aqui está melhor
23,"PARECE PIADA: ""transgressor da lei que morrer nas mãos de um policial, que assim agir em legítima defesa de si ou de terceiros…"
24,Fui bloqueado nos status seria suicídio a Sulacap pra isso?
25,como se matar sem parecer um suicidio de uma forma rápida e eficiente
26,Vou ter que apresentar um trabalho de 1h20 sobre morte.  Quantos memes com suicídio dá pra colocar nos slides?
27,"""A imigração muçulmana é inassimilável, e com ela estamos praticando nosso suicídio como cultura"". A declaração politicam…"
28,Bolsonaro diz que a imprensa está cometendo suicídio
29,suicídio: a  eu:
30,Rumo ao suicidio
31,"""Suicídio por policial"" 🤔"
32,"A ti que te apetece? Suicidio, asesinato, sobredosis?"
33,o jeito que esse filme aborda depressão bullying suicídio me toca tanto que por mais clichê que seja eu sinto que to na h…
34,Top 10 motivos de suicídio:  Nº1 - Fate/GO
35,suicídio por policial kkkkkkk namoral como vcs conseguem
36,até o suicídio querem terceirizar
37,Suicídio por policial foi foda. Essa família só propõe inutilidades
38,"“Só n me suicidava p n fazer sofrer quem cá ficava” n têm ponta de noção do que dizem, se é assim pelo namorado ent é certo q o teu fim será o suicídio que tones do crl sem noção nenhuma da realidade, nem p te matar tinhas força"
39,"meu deus terceiro suicidio que me falam nos ultimos dias, esses dias tao mt complicados"
40,Tão verdade quanto a Pepsi sendo feita de fetos humanos. Quanta decadência. A futura manchete de suicídio nos jornais brasileiros será o do Roger: roqueirinho mediano que não soube envelhecer com maturidade.
41,Carta-testamento: Getúlio Vargas deixou mensagem antes do suicídio  via
42,"to só por ver a hipocrisia de certas pessoas qnd chegar setembro falando sobre ""prevenção ao suicídio"" sendo q ficam o ano td contribuindo pros problemas psicológicos dos outros,, ai ai"
43,"Necropolítica:  propõe 'suicídio por policial' para casos como sequestro na Ponte Rio-Niterói, por"
44,Ai sinceramente o vithor todo dia tenta me fazer cometer suicidio
45,"Caralho, que ódio de mim mesma Vontade de me matar"
46,Mamis tá querendo me matar pq cheguei tarde grrr
47,"eu vou começar pelo ano de 1998. minha mãe tinha dificuldades p engravidar, e quando ela descobriu que estava grávida meu ""p…"
48,provavelmente ela vai me matar mas gente minha amiga é muito linda pqp eu n tenho condições psicológicas para a beleza dess…
49,"qualquer dia tu vai me matar de tanto rir, sério mesmo"
50,a minha vida eh mt aleatória e engraçada kkkkjkkkkkkkkkkkkkkk meu amigos tem vontade de me matar
