0,"""O suicídio dos povos indígenas pode se tornar um fenômeno epidêmico, que vai se alastrando”"
1,"Após lama, Brumadinho registra alta de suicídio e prescrição de remédios"
2,amo a hipocrisia da andrielly quando da discursinho falando de suicidio e autoestima mas ao mesmo tempo fala que feminis…
3,Qual é tua idade mo?
4,"queria ""cometer"" um ""suicídio""   básico aq"
5,Entramos no setembro amarelo e a mentoria desta semana foi escrita por um leitor que tem passado por momentos difíceis e q…
6,"O suicídio entre CRIANÇAS indígenas de 10 a 14 anos é 17,5x maior do que entre crianças não-indígenas. A taxa de mortalidade…"
7,"Entendi. Então jovens gays são necessariamente depressivos, cogitam suicídio, têm evasão escolar e não têm amparo da família? Que clichê barato... Além disso, como sabe que o garotinho não vai ser um jovem gay no futuro?"
8,"Por favor, pelo menos três dos meus amigos do Facebook, poderiam copiar e colar essa informação? Linha de prevenção ao suicídio: 0800-273-8255. Alguém pode fazer?"
9,Alguem alinha num suicídio coletivo?
10,"Prevenção de suicídio: 📞 188 📞 0800 273 8255 📞 0800 290 0024  Se pelo menos 5 pessoas compartilharem já ajuda, é muito im…"
11,porra sinceramente se apaixonar por mim é suicidio
12,"manda tomar chá de gilete igual a fav, depois vai pregar sobre o suicidio. acho isso muito incoerente da sua parte!"
13,"oque você acha do suicídio? tava pensando em cometer... 😪 — pelo amor de deus, a vida é altos e baixos, já parou pra pens…"
14,é a segunda causa de  entre jovens de 15 a 29 anos -
15,"Meu tweet saiu em mais um site de noticias, dessa vez foi criticando a atitude escrota do Carlinhos Maia:"
16,esse texto sobre suicídio que acabei de ler foi tenso dms
17,OMS alerta que 800 mil pessoas cometem suicídio por ano no mundo  via
18,"Pq quando um amigo seu posta algo que vem ao suicídio, vc comenta ""mano, pq vc postou isso?para de ser besta e apaga"" pq vc não fala ""hey, vc ta bem?qualquer coisa eu estou aqui""? Sentiu a diferença?o seu simples ""vc ta bem?"" Pode mudar muita coisa."
19,"Da amiga Ana Rugain: ""Por favor, pelo menos três dos meus amigos do Facebook, poderiam copiar e colar essa informação? Linha…"
20,"No dia 22 do corrente mês, a team do ETEAD, seus parceiros e simpatizantes se farão “à estrada” para caminhar em memór…"
21,"Um suicídio ocorre a cada 40 segundos no mundo, diz OMS/  “Chamamos todos os países a incorporarem estratégias comprovad…"
22,"Não quero nunca colocar homens como vítima, mas é importante lembrar que são eles que lideram casos de Suicídio. E nesse grupo, homens gays, homens negros e homens gays e negros são os mais propensos ao Suicídio."
23,"CVV – Centro de Valorização da Vida realiza apoio emocional e prevenção do suicídio, atendendo voluntária e gratuitamente t…"
