0,Qual seria um melhor suicídio  1-arma 2-pular de um lar bem alto
1,hoje é um péssimo dia pra ter aula sobre suicídio o universo me odeiq por acaso
2,"É impossível dormir com este calor, que suicídio"
3,"Eu diria mais que as tatuagens muitas vezes dependem do sentido delas, se já há um comportamento para o suicídio a tatuagem pode vir como sinal de um adolescente, ok, mas maior parte das pessoas tatua-se porque quer marcar algo que sucedeu na sua vida ou pela beleza em si."
4,"Os pais de Emma ficaram aliviados e viram que ela estava levando isso a sério. por outro lado, Riley não estava. Ele decidiu…"
5,medo de cometer suicídio e talvez as coisas teriam melhorado pra mim no futuro VS medo de não cometer suicídio e as coisas…
6,"as pessoas só acreditam na sua dor quando tu tenta suicídio e dá certo, enquanto der errado tu é vista como dramática, malu…"
7,KKKKKK fazer o que  Fora o risco de não se dar bem na vida e ainda ficar individsdo e cometer suicídio
8,"Eventualmente, ele começou a enviar mensagens agressivas para Emma pelo Snapchat, uma delas dizia: ""você está morta para mim,…"
9,"os meios de imprensa brasileiros estão cometendo suicídio com sua narrativa ,mas para atacar o governo n…"
10,depressão não tem idade  ataque de pânico não é falta de deus  ansiedade não é brincadeira  doenças mentais não são fres…
11,"O esquecido: Jean-Paul Prates lembra suicídio de Getúlio, m  Leia no Blogue do Xerife:"
12,"Prevenção de suicídio: 📞 188 📞 0800 273 8255 📞 0800 290 0024  Se pelo menos 5 pessoas compartilharem já ajuda, é muito imp…"
13,"suicídio coletivo , bota ?"
14,"To na aula agr com um monte de mina magra e bonita, o suicídio me parece uma boa opção agr"
15,"Eu fui MAIS UMA VÍTIMA a tentar o suicídio, mas não consegui. A depressão EXISTE SIM! De valor a quem está ao seu lado HOJE!!!!…"
16,Não é festejar é só para informar metade dos mongóis que já está a considerar suicídio porque acha que o mundo vai dar merda
17,morar com a minha mãe = suicídio
18,Seguinte:  Suicídio pós prova  Quem topa
19,E essa imprensa canalha q está cometendo o suicídio do próprio país.
20,O suicídio intelectual brasileiro e a germinação da mentira fascista criou uma nova modalidade de existência pública. É a desin…
21,Amazônia em Chamas Dolar lá no alto Educação um lixo Segurança péssima Taxa de suicídio dobrando  Mas enquanto tudo isso acon…
22,"o roteiro original era muito mais sombrio que a versão final, e no original, Mandella (a melhor amiga de Kat) se refere ab…"
23,toxicossssss to pra cometer suicídio
24,"Bolsonaro disse que a ""imprensa está cometendo suicídio"":  ""Fica o tempo todo de picuinha, fazendo campanha contra o …"
25,"O que é un suicidio é pretender ganar o mundial contigo de entrenador, que volva Pepu!!!"
26,Por enquanto do suicídio tou safa.
27,como tá sendo agosto p vc? — um teste p ver se eu cometo um homicídio ou suicidio
28,"essa parada de setembro amarelo me fez perceber uma coisa: eu não teria coragem de cometer suicídio... o que me deixa 2 vezes mais preocupado, porque se um dia eu chegasse no limite do psicológico, eu ia me forçar a viver numa tortura diária até morrer de algum problema cardíaco"
29,"P E R F E I T O! Em conversa com jornalistas no Alvorada, afirmou que quando o mundo impuser barreiras comerciais ao Brasil e…"
30,Vamo fazer um suicídio coletivo
31,"Bolsonaro finalmente conseguiu colocar o Brasil na manchete do Guardian. Com um ""suicídio"".         Highbury, Islington, London"
32,"Boa Kelly, descobrindo novas formas de cometer suicídio"
33,Suicídio anal
34,Como cometer suicídio sem dx a mãe triste
35,Uai liga eu pra esse suicídio coletivo
36,"só nos vamos preocupar quando acabarmos com tudo, quando já não houver comida na mesa, quando o oxigénio não chegar par…"
37,"O Presidente fala demais e publicamente. Divergências há em qualquer campo, especialmente da política. Expor publicamente o Ministro e a PF é suicídio político e traição a causa da sua eleição. Estamos de olho!"
38,"solução pra tudo isso é o suicídio. a gente chega num nível de cegueira tão grande, q a doença domina tanto a gente q…"
39,Sexta com “s” de suicídio
40,Toda aula de I.E.D 2 um Tweet diferente: Alguém me impeça de cometer suicídio nessa aula! Não consigo mais conviver com esse cara!!!
41,Tô pensando em suicídio já
42,Eu comecei a pensar ontem e percebi que eu acho que anorexia é forma forma de suicídio lento com a “desculpa” de ser magra (quando eu digo “desculpa” é pq é tipo uma forma de escape aí não sei explicar)
43,sair na rua sem casaco nesse frio é suicídio
44,"hoje a gente tava falando de depressão e suicídio no cursinho acabei de me tocar que faz um ano desde a última vez que pensei em me matar  mt feliz de poder dizer que nunca mais pensei, e que hoje tenho mais força pra enfrentrará certas coisas"
45,"O suicídio, está sendo a única solução."
46,Quando falavam em suicídio coletivo nunca pensei que era q foder o planeta p morrermos todos
47,O suicídio vem tranquilo
48,puta que pariu o suicidio é a unica solução pra hj
49,"Belo suicídio político, seu traidor do bico laranja!!"
50,"suicídio coletivo, alguém alinha?"
51,pensando seriamente em cometer um suicidio
52,"Penso em suicídio  todo dia, mas meu maior medo é tentar me matar e não servir nem pra morrer"
53,"Gente, olha o que aconteceu em Copacabana 😱  O cara tentou incendiar um ônibus, mas acabou cometendo suicídio!!! Jesus toma…"
54,"A indústria pornô tem que acabar a Thread:  1°  é obscura, violenta e abusiva 2° Desrespeitoso com mulheres dentro e fora dos s…"
55,"tinha esquecido que esse suicídio acontecia tão cedo no livro, não deveria estar lendo isso, não nesse momento..."
56,"todas as ex do meu namorado são magras e lindas, eu sou um botijão, mds o suicídio"
57,"'Imprensa comete suicídio e está acabando', afirma Bolsonaro"
58,"O Sr tirando a moral de Moro dói ainda mais, Moro e Guedes são duas peças importantes de seu governo. O Sr ao…"
59,"A gang petista acabou de cometer suicídio político!  Esse vídeo seria a única coisa que jamais deveriam ter feito, e com certez…"
60,esse tempinho pede um s de suicídio rsrs
61,O suicídio vem de quem a gente menos espera ou quem menos ligamos/ignoramos...bora fortalecer o brother/amiga que tá tris…
62,Planejando seriamente meu suicidio
63,"gente, me mandem desenhos dos meninos que possam se aplicar ao setembro amarelo (més contra o suicídio).   pfv"
64,a vida ta me testando pra ver se eu cometo suicídio ou homicídio primeiro
65,"mesmo pq uma pessoa que tem desejo de suicídio, tem mas faz por que ela não aguenta mais viver por n motivos e não só pra chamar a atenção de alguém"
66,sextou com S de suicídio
67,"As pessoas n podem simplesmente fazer coisas erradas , e quando tomar um rumo indesejado  ameaçar suicídio,  n culpem as…"
68,Estudos apontam que um livro comete suicídio cada vez que alguém diz que o nazismo era de esquerda.
69,as vezes eu realmente tava certo em querer usar o suicídio pra me concertar...
70,Depois q eu vi um cara que sempre falava sobre ser de aço nesse mundo tóxico cometer suicídio meio q me abalo por dentro E…
71,não critica minha conquista se tu não viu meu suicídio.
72,"Uma série como  n deveria ter uma 2° ou 3° temp. Na vdd, ela sequer deveria ter sido feita. É um total desserviço p/ toda a luta por saúde mental e combate a suicídio e bullyng. Mais maluco é ver que essa porcaria tem fãs"
73,você não sai da minha cabeça...  suicídio
74,Andar a procurar motivo de suicídio e deixar pessoas c sentimento de culpa so😂
75,Bolsonaro diz que a imprensa está cometendo suicídio
76,disposta a cometer um suicídio
77,"Lavar o cabelo as 06:00h da manhã é quase um suicídio, mas ok depois alguém elogiar kkkk"
78,"dps dessa vou ali cometer suicidio, flw"
79,"gente ngm é obrigado a gostar de algum político e eu sei que o nosso n é o melhor, eu tbm n apoio mas vejo muita gente pro…"
80,A opinião construtiva é sempre bem vinda eu também não concordo com as atitudes do presidente em relação ao moro. Apesar de eu torcer muito para governo dar certo. Fazer ponte com Tófolli aquele que está sendo pedido seu impeachment pelo povo é suicídio .
81,"Ela automaticamente ligou para uma ambulância, e, quando ela contou o que aconteceu pelo telefone, eles imaginaram que ela te…"
82,"em 2016 gastei 200 reais em um jogo que não rodou no meu Xbox travado, queria voltar no tempo para esse ano e sei lá suicídio ou apenas não gastar o dinheiro"
83,Eu queria ter morrido na primeira vez que eu tentei suicídio
84,Cioran dizia que o suicídio nunca vale a pena porque sempre ocorre tarde demais. Até a pessoa chegar a esse ponto ela já sofreu tudo que era suportável
85,"já falaram até em suicídio, nem zoando"
86,Série polêmica sobre suicídio chega à sua terceira temporada na Netlix
87,bem acordei 2h depois do suposto sem nada arrumado e agora só devo ter comboio às tantas eu vou literalmente cometer o suicídio
88,eu não fazia ideia que o Roof pretendia cometer suicídio após o massacre
89,"Possivel suicídio da estação de trem do Gramacho... (Digo ""possível"", pois quando cheguei só vi o corpo coberto, de uma mulher, não presenciei a cena, mas pelo o que os guardinhas estavam falando, deu a entender que foi)"
90,Ser for igual ou pior q esse ano meu suicidio já vem pronto
91,"Não, é que o Getúlio cometeu suicidio"
92,evitando o suicídio de vcs e planejando o meu KKKK
93,Concordo
94,"Se suicídio não garantisse a entrada  direto pro inferno, eu já teria me matado a mt tempo"
95,"também tem uma mãe falando sobre o suicídio da filha, isso é muito... aí, sabe... odeio ver coisas assim, minha consciência pesa muito e as recordações que vem não são nem um pouco agradáveis"
96,"Suicídio nunca foi uma solução, mas também nunca um descarte"
97,SUICÍDIO CULTURAL... É não ir à noite da fogueira no dia 1 de Setembroooo. Mboraaaaa
98,"Misericórdia isso deve  matar no mesmo dia, isso é tentativa de suicídio kkkkk"
99,"eu achei esse episódio muito pesado, principalmente pela parte do quase suicídio... se eu soubesse, não teria visto, eu sou muito sensível com esses assuntos, é um puta gatilho pra mim"
100,"Quando alguém lhe falar sobre ansiedade Depressão, pânico, jamais menospreze Não é por que você não vê uma crise que ela não…"
101,gente  O suicídio não é uma opção fique calmo por que pareça impossível  essa dor vai passar!!!
102,"por mas triste que pareça, eu voltei a pensar em suicídio"
103,suicídio é a solução!?
104,lindo dia para um suicídio
105,Cara... Em uma semana dois garotos que eu conheci cometeram suicídio 😟
106,como será q é a mente de alguém que nunca pensou em suicidio? sonho
107,"(uma série de reclusas por exigir cumprir pena numa prisão feminina, por ex). A disforia de género é uma situação grave que tem de ser resolvida com cuidado e exige a maior atenção de profissionais competentes, a taxa de suicidio é brutal, inclusive em pessoas que fizeram a"
108,hoje ta um dia perfeito pra um suicídio
109,um friozinho desse logo de manhã da vontade de fazer algo q começa com s  suicídio
110,"acordando mais um dia pra ir na faculdade e depois encarar 7 horas de estágio mais 2 horas e meia dentro do busão, o que me motiva a não cometer um suicídio é que hoje é sexta e amanhã posso dormir até meio dia"
111,ai acontece um suicídio e perguntam o motivo
112,"eu não vou fazer todo aquele discurso motivacional q as pessoas dão após saberem q alguém tentou suicídio mas,,,, eu entendo muito sua dor, e a vida normalmente tem mais baixos do q altos, então se precisar de alguém p conversar, pode contar cmg ❤"
113,Sextou com S de Suicídio coletivo
114,"mano, até o segundo ep tem alguns flashbacks do bryce, o tyler tenta suicídio (ainda n sei se consegue), aparece o bryce morto, a ex do bryce aborta, o bryce estava sofrendo bullying na escola nova por ter estuprado a hannah, a jessica e mtas outras"
115,real q vcs só levam depressão a sério quando acaba em suicídio né? mas antes é só colocando a pessoa abaixo de cu de cachor…
116,"esse ano foi o qual eu mais pensei em suicídio e cada dia que passa essas ideias ficam mais ativas na minha cabeça. eu não vejo mais razão pra nada desde 2016 mas ninguém nunca me escuta, e sinceramente eu só aguento pq quero ver minha mãe terminando as coisinhas dela..."
117,Gajos que lhe barraram cometeram suicídio
118,Desculpa mais vai ter uma hora q eu vou cansar e vou cometer suicídio.
119,"eu vejo um monte de Tweet com coisas tristes relacionados a suicidio, agora vem a pergunta, porque não fazem nada?"
120,eu sonhei que teve um suicídio coletivo na escola????????
121,"Me disseram que no vestibular invertido o primeiro colocado é impedido, e o aluno reincidente forçado ao suicídio."
122,📣 O “suicídio assistido” da Igreja e da sociedade ➡️
123,eles vivem dizendo “ain vamos ajuda os estudando ain saúde mental ain estudante medicina altos índices de suicidio” mas na prática tá todo mundo se sentindo uma merda e não pode faltar um dia pra não perder ponto pra não rEPROVAR
124,"como fazer com que outras pessoas não cometam suicídio, quando eu mesma quero cometer    google pesquisar"
125,æ caralho simulado hoje glr vamo fazer um suicidio coletivo
126,duas aulas de matemática hoje é pra aumentar minha vontade de cometer suicídio
127,"eu podia escrever o dia inteiro sobre suicídio e coisas que já passei... mas passo minhas palavras pro genial ,…"
128,"gente ngm é obrigado a gostar de algum político e eu sei que o nosso n é o melhor, eu tbm n apoio mas vejo muita gente propagando ódio, espalhando essa ruindade por ai. deixem de ser hipócritas, tenho certeza q mês q vem a maioria de vcs ai vão estar na campanha contra o suicídio"
129,Prevenção ao suicídio :  📞188 📞0800 273 8255 📞0800 290 0024  Amo vcs compartilhem.
130,": o suicídio ou o assassínio de um país - P Koenig Analistas ditos de esquerda, de direita ou do centro estão de acordo sobre a miséria que devasta a Grécia. O desemprego está oficialmente em 18%, mas a sua taxa real é da ordem dos 25% a 30%."
131,"Sigo una página que limpa casas, principalmente em cenas de crime, fiquei pasma com o tanto de suicídio. Toda semana é um"
132,Eu to vendo e a hora que alguém se trombar no suicídio
133,de motociclista comete suicídio em motel na Zona Sulista-comete-suicidio-em-motel-na-zona-sul/
134,suicídio eh a solução?
135,"N vo ficar me matando mentalmente, a partir de agora vou ficar whatever até meu suicídio"
136,"Além da Amazônia em chamas, temos o Dólar que só aumenta, a taxa de suicídio tbm só aumenta, educação tá um li…"
137,depressão não tem idade. ataque de pânico não é falta de Deus. ansiedade não é brincadeira.  baixa autoestima não é só relac…
138,Vim trabalhar com o moleton do meu irmão ele vai me matar Socorro
139,Jung Hoseok tu ta querendo me matar???? Só pode fui tombada essas hrs do dia com esse homem
140,"sonhei que a * rava fazendo academia aonde eu faço natação e do nada ela veio parar na minha casa, essa mulher vai me mat…"
141,eu tô toda me tremendo poxa robert e tom vocês querem matar o fandom inteiro?????????
142,ai hoje eu vi uma muié no meu quarto e tive um ataque de panico q fiquei pode me matar vai ME MATA AGORA VAI
143,fui tomar café e o refluxo resolveu me matar
144,"Meu sonho, ficar na cama e esperar essa gripe me matar aos poucos"
145,CARALHO MANO ESSE HOMEM QUER ME MATAR SO PODE A JAQUETA FECHADA COM SÓ DOIS BOTÕES E MOSTRANDO A CUECA????????????????? JUNG HOSEOK PQ VC ME ODEIA?
146,será que vou conseguir me formar na faculdade antes do aquecimento global matar todo mundo
147,"Eu cheguei UMA HORA antes do horário do treinamento, podia ter dormido mais um pouco com meu amô. Vou me matar 😪"
148,"sexta feira, nem 8 da manhã e vc postando um vídeo desse aí, quer me matar porra"
149,Esse fim de semana vou  me matar estudando economia internacional pq eu já sinto os mimos da reprovação chegando 😍😍😍😍
150,"olha esse olhar, esse corpo, ESSA LÍNGUA. kim taehyung você ainda vai me matar"
151,ESSA MULHER VAI ME MATAR QUALQUER DIA
152,Tetê me acordou antes da hora e agora tá aqui ronronando no travesseiro como se não tivesse feito nada demais. Vou matar um gato.
153,"Meu pai sempre me liga do nada no mesmo horário, e eu sempre digo que tô trabalhando. O homi não aprende ligar outro horário. Daí ele diz :  Oi filha só tô ligando pra matar a saudade e dá um oi. Oi, saudades.  E desliga"
154,Acho que vou sumir  Me matar Sei lá
155,"sonhei que a * rava fazendo academia aonde eu faço natação e do nada ela veio parar na minha casa, essa mulher vai me matar"
156,MERMÃO ELE TÁ SEM CAMISA???? QUE LOOK É ESSE QUEE ME MATAR
157,que inferno meu deus quero me matar
158,minhas dores de cabeça ainda vão me matar
159,Se somos a última geração dessa terra eu não deveria me matar de estudar nem trampa
160,QUAL A NECESSIDADE DE VC ME MATAR ASSIM QUAL A NECESSIDADE?
161,JUNG HOSEOK VC NÃO TINHA O DIREITO DE ME MATAR ASSIM
162,Lívia já acorda falando q vai me matar!!!! Credo
163,"Tô brisando em você, tô querendo te ver, to puxando assunto pra você me responder, vem, mas vem pra ficar, sem hora pra v…"
164,vontade de me matar pois estou na aula de METODOLOGIA! eu nunca vi uma materia tão insuportável
165,3 períodos de matemática é p me matar
166,se alguém quiser me matar o seu momento é agr
167,"Eu estraguei meu fone, estraguei o fone q minha mãe me deu e estraguei o fone da minha mãe. Ela vai me matar qnd eu chegar em casa"
168,se a gripe nao me matar eu mesma me mato
169,medo de vanessa me matar
170,Mais provável querer me matar
171,"bom dia hoje eu acordei pensando “hum a rural só tem dinheiro pra manter tudo até agosto, devo me matar ou esperar p ver se consigo concluir a graduação?”"
172,"ta tao frio em sp e vai estar tao calor em cg, a mudança climatica pode me matar"
173,Eu ouvi amém irmãos???   ELE SÓ PODE QUERER ME MATAR MESMO!! 🤦🏻‍♀️
174,elise vai me matar....
175,"Ei irmão me diz como vc tá a sdds ainda vai me matar, as sdds ainda vai me matar..É lembra, quando tudo era fácil agente achava difícil mas era bom demais, tempo q não volta mas..🎶💔😭😭"
176,Assusta me o quão fácil é matar alguém
177,QUER ME MATAR É A PESSOA NÃO ME RESPONDER E EU ABRIR A CONVERSA E A PESSOA TÁ ONLINE 😡😡😡😡😡😡😡😡😡😡😡😡
178,"Um fake gigante tentou me matar de susto. Mas, o meu deus é maior   O MEU DEUS É MAIOR"
179,"A mulher que me matar as 05:30 da manhã com o colesterol lá nas alturas. O que eu te fiz mulher kkkkk brincadeira gente, ela é um amor"
180,a sempre um carrinho que está constantemente a ir contra mim tipo querer me matar
181,Minha indiscrição vai me matar qualquer dia desses.
182,"me controlando internamente pra não surtar com todos os acontecimentos, essa semana tá sendo a gota d'água pra mim em relação a política, simplesmente não tá dando pra suportar tanta carga bixo, mas fé que eu vou terminar a semana sem gritar ou matar um"
183,Vou matar esse miserável pq ele n quer me dar mais whiskas
184,Se minha mãe soube que eu tô em ponto de ser expulsa da escola ela vai me matar....
185,"Aí pode ser um animal que faça mal mas não tenho coragem de matar... me dói o coração, ainda mais assim como esse desgraçado tá fazendo, enforca o cu da sua mãe o fdp"
186,"""vc namoraria alguém como vc?""  eu já me namoro   eu janto comigo   choro por coisas q eu fiz   assisto netflix comigo…"
187,"Alice me acorda 2:30 da manhã pra matar um mosquito no quarto,essa menina faz Engenharia ambiental e tem medo de bicho, entendi nd"
188,hoje vou me matar
189,"Todos os dias alguém aqui em casa tentando me matar por usar muito cloro nas limpezas. Uma máscara, pfvr..."
190,Na moral sábado eu vou me matar sem neorose
191,"O meu é o contrário, eu com 5 anos e minha mãe me obrigando a matar barata pra ela usar o banheiro"
192,Se vc tinha mais alguma coisa pra entregar em Fazendo Assim eu acho que vc tava tentando me matar ou algo assim
